uniprot	pdb	region_1	region_2	1_aligned	complex_rmsd	1_comp	2_aligned	2_comp
Q6SZW1	7cm7	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.522	1.87	4.032	1.14	3.463
P62826	7cnd	179-216	10-169	12.677	18.573	51.59	4.744	43.954
Q9BZ95	7crp	1145-1258	1258-1273	1.992	2.256	3.258	3.174	2.413
Q9BZ95	7crq	1145-1258	1258-1273	2.19	2.33	3.559	3.466	3.112
Q9BZ95	7crr	1145-1258	1258-1273	1.987	2.272	3.635	3.382	2.448
P62826	7dbg	179-216	10-169	12.833	18.532	51.772	4.745	43.929
Q6SZW1	7djt	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.825	2.683	3.233	1.287	4.792
P07949	7du8	900-909	724-899,910-1016	4.093	2.689	15.583	2.117	8.425
P07949	7du9	900-909	724-899,910-1016	4.123	2.709	16.914	2.14	8.384
P07949	7dua	900-909	724-899,910-1016	3.997	2.723	15.069	2.186	8.348
P28482	7e73	173-196	25-172,197-313	1.116	1.36	1.25	1.001	1.244
P28482	7e75	173-196	25-172,197-313	1.226	1.346	1.289	0.976	1.331
Q06124	7emn	3-104	247-517	1.211	1.183	1.147	0.858	1.447
Q86WJ1	7epu	704-897	351-513	3.745	13.098	14.742	6.418	7.58
Q02750	7f2x	75-102	68-74,103-361	1.715	7.319	7.809	4.638	1.998
Q13131	7jij	313-392	27-279	5.979	2.607	2.874	1.554	6.734
P07949	7ju5	900-909	724-899,910-1016	1.86	2.742	6.646	2.21	6.651
P07949	7ju6	900-909	724-899,910-1016	4.261	2.708	15.809	2.072	8.586
Q06124	7jvm	3-104	247-517	0.842	0.994	0.974	0.888	0.9
Q06124	7jvn	3-104	247-517	0.81	0.928	0.899	0.778	0.868
Q9UM73	7jy4	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	0.972	1.502	12.213	1.231	2.296
Q9UM73	7jyr	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.26	2.05	11.397	1.762	3.098
Q9UM73	7jys	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.116	2.128	12.332	1.598	3.007
Q9UM73	7jyt	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.3	2.041	11.955	1.499	3.102
P00579	7khi	2-80	379-449,458-534	10.577	19.005	68.395	1.641	57.014
Q6SZW1	7knq	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.682	21.503	22.633	2.504	51.369
P62826	7l5e	179-216	10-169	14.273	16.853	51.146	4.759	43.149
Q6SZW1	7ld0	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.212	2.366	3.589	1.609	3.728
Q8R4B8	7lfh	741-990	216-532	2.291	4.171	7.679	3.939	6.342
O00571	7liu	132-181	211-575	2.405	2.315	2.691	2.224	3.362
Q09472	7lje	1520-1581	1287-1663	1.769	1.221	3.099	1.221	1.8
Q02750	7m0t	75-102	68-74,103-361	0.92	1.43	1.476	1.146	0.947
Q02750	7m0u	75-102	68-74,103-361	0.824	1.42	1.506	1.144	0.857
Q02750	7m0v	75-102	68-74,103-361	0.843	1.329	1.451	1.013	0.995
Q02750	7m0w	75-102	68-74,103-361	0.883	1.349	1.453	1.111	0.918
Q02750	7m0x	75-102	68-74,103-361	0.825	1.227	1.281	1.108	0.829
Q02750	7m0y	75-102	68-74,103-361	0.788	1.34	1.433	1.125	0.816
Q02750	7m0z	75-102	68-74,103-361	0.812	1.359	1.467	1.018	0.873
P60240	7m8e	1-110	147-416,441-659	1.672	4.822	41.358	2.276	11.349
Q02750	7mfd	75-102	68-74,103-361	1.793	2.237	2.287	1.675	2.084
P60240	7mkn	1-110	147-416,441-659	1.779	4.836	38.348	2.239	11.302
P60240	7mkq	1-110	147-416,441-659	1.805	5.0	40.271	2.185	12.043
P62826	7mnp	179-216	10-169	0.8	0.865	0.857	0.818	0.815
P62826	7mnq	179-216	10-169	1.422	1.724	1.942	1.746	1.808
P62826	7mnr	179-216	10-169	1.326	1.722	1.932	1.716	1.689
P62826	7mns	179-216	10-169	1.428	2.31	2.482	2.41	1.913
P62826	7mnt	179-216	10-169	1.425	2.326	2.454	2.479	1.606
P62826	7mnu	179-216	10-169	1.149	2.307	2.445	2.445	1.505
P62826	7mnv	179-216	10-169	0.896	0.871	1.458	0.854	0.94
P62826	7mnw	179-216	10-169	12.957	18.737	50.437	4.797	44.176
P62826	7mnx	179-216	10-169	9.937	17.52	40.987	4.853	42.718
P62826	7mny	179-216	10-169	11.815	18.47	47.478	5.014	43.15
P62826	7mnz	179-216	10-169	10.672	16.981	43.424	4.783	42.634
P62826	7mo0	179-216	10-169	10.241	19.297	45.918	5.138	46.468
P62826	7mo1	179-216	10-169	1.39	1.96	1.267	0.898	1.655
P62826	7mo2	179-216	10-169	0.952	1.698	1.842	1.828	1.001
P62826	7mo3	179-216	10-169	0.963	0.888	1.078	0.843	1.056
P62826	7mo4	179-216	10-169	0.892	0.884	1.059	0.839	1.097
P62826	7mo5	179-216	10-169	1.342	1.006	1.117	0.875	1.578
P54646	7myj	291-376	16-268	4.363	1.952	1.687	0.936	4.416
P41212	7n2b	410-452	339-409	2.675	34.492	30.76	5.393	38.662
Q6SZW1	7nal	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	0.753	4.451	5.605	1.472	3.463
P12931	7ng7	249-269,151-248	84-145,524-536	3.321	6.371	28.091	5.324	76.599
P31749	7nh4	5-108	150-408	3.854	5.117	10.715	3.32	10.353
P31749	7nh5	5-108	150-408	3.909	5.133	10.688	3.43	10.227
Q14674	7nj0	711-723,955-974,1393-1400	667-1706,1707-2120	2.99	1.764	2.583	1.754	2.944
Q14674	7nj1	711-723,955-974,1393-1400	667-1706,1707-2120	5.085	5.753	54.334	1.721	10.374
Q8NB16	7nm2	133-150	1-124	2.165	3.695	5.379	2.871	3.041
Q8NB16	7nm4	133-150	1-124	2.237	3.739	3.863	3.248	3.33
Q8NB16	7nm5	133-150	1-124	2.522	3.167	3.137	2.618	3.211
P28482	7nqq	173-196	25-172,197-313	1.106	1.194	1.305	1.019	1.23
P28482	7nqw	173-196	25-172,197-313	1.111	1.094	1.155	0.97	1.166
P28482	7nr3	173-196	25-172,197-313	1.152	1.01	1.165	0.926	1.265
P28482	7nr5	173-196	25-172,197-313	2.551	1.31	1.237	1.016	2.639
P28482	7nr8	173-196	25-172,197-313	1.09	1.221	1.407	1.097	1.17
P28482	7nr9	173-196	25-172,197-313	0.989	1.183	1.231	1.078	1.129
Q16644	7nrb	307-343	44-304	1.078	2.258	1.371	1.264	1.186
P49137	7nry	328-364	64-325	1.329	2.199	1.89	1.577	1.479
P19174	7nxe	757-790	668-756	2.359	1.873	1.443	1.164	2.486
P07038	7nxf	892-917	562-625	4.541	4.459	2.93	1.759	5.55
P07038	7ny1	892-917	562-625	4.541	4.459	2.93	1.759	5.55
P07949	7nzn	900-909	724-899,910-1016	3.863	2.635	8.65	1.701	8.348
Q9H7B4	7o2a	280-428	4-240	0.936	0.942	1.102	0.899	1.039
Q9H7B4	7o2b	280-428	4-240	0.957	0.986	1.171	0.968	1.058
Q9H7B4	7o2c	280-428	4-240	0.857	0.961	1.217	0.949	0.976
O95376	7od1	359-493	297-326	1.887	1.981	1.286	0.975	2.743
P28482	7opm	173-196	25-172,197-313	5.442	2.998	3.542	1.241	7.322
P12931	7ote	249-269,151-248	84-145,524-536	4.355	6.185	18.674	5.343	69.134
Q02750	7pqv	75-102	68-74,103-361	1.59	1.874	2.23	1.647	1.885
Q96P20	7pzc	740-991	220-536	1.695	15.854	8.037	2.865	6.47
Q6SZW1	7qg0	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.264	1.753	2.508	1.22	2.964
P35520	7qgt	414-551	40-413	2.949	1.627	1.328	0.91	3.313
Q9H7B4	7qlb	280-428	4-240	0.906	0.96	1.122	0.969	1.019
Q9H7B4	7qnr	280-428	4-240	0.971	0.98	1.011	0.985	1.03
Q9H7B4	7qnu	280-428	4-240	0.909	1.012	1.109	1.066	1.013
Q9UGN5	7r59	231-348	356-538	1.452	1.451	1.367	0.98	1.902
Q06124	7r75	3-104	247-517	1.568	1.633	1.855	1.339	1.818
Q06124	7r7d	3-104	247-517	1.267	1.327	1.251	1.166	1.295
Q06124	7r7i	3-104	247-517	1.444	1.316	1.204	1.117	1.469
Q9UM73	7r7k	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.274	1.978	5.274	1.189	2.682
Q06124	7r7l	3-104	247-517	1.725	1.367	1.23	1.13	1.747
Q9UM73	7r7r	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	0.988	2.258	11.582	1.225	2.221
Q06124	7rct	3-104	247-517	1.184	1.324	1.039	0.974	1.237
P07949	7run	900-909	724-899,910-1016	5.408	2.512	31.549	1.905	7.837
Q8TCU6	7rx9	409-499	49-240,271-392	0.686	10.269	75.109	1.196	61.478
P26358	7sfc	647-714	1140-1602	15.323	33.091	53.845	14.365	67.878
P26358	7sfd	647-714	1140-1602	15.753	32.811	54.39	14.551	67.575
P26358	7sfe	647-714	1140-1602	15.235	32.955	54.045	14.311	67.715
P26358	7sff	647-714	1140-1602	15.286	32.924	53.914	14.358	67.917
P26358	7sfg	647-714	1140-1602	15.787	32.316	53.826	14.482	67.283
Q8TCU6	7syf	409-499	49-240,271-392	1.364	5.028	6.252	1.73	3.194
Q09472	7szq	1520-1581	1287-1663	1.591	0.986	3.354	0.967	1.753
Q8IXJ6	7t1d	320-352	65-319	1.171	2.991	3.705	3.146	1.395
P41212	7tw7	410-452	339-409	3.798	18.657	24.696	9.608	33.363
P41212	7tw8	410-452	339-409	3.765	18.563	24.725	9.663	33.311
P41212	7tw9	410-452	339-409	3.772	18.795	26.132	9.645	33.237
Q8NI60	7udp	276-279	329-518	0.529	2.634	7.7	1.901	2.598
Q8NI60	7udq	276-279	329-518	0.63	3.034	7.451	2.964	2.307
Q02750	7umb	75-102	68-74,103-361	1.527	1.693	2.047	1.704	1.878
Q9JK66	7us1	141-225,378-410	226-377,410-465	1.655	9.17	39.06	5.179	10.842
P09769	7uy0	144-241,242-262	77-138,490-529	1.426	3.352	1.874	1.27	2.612
P09769	7uy3	144-241,242-262	77-138,490-529	4.191	6.694	13.149	2.816	10.251
Q09472	7vhy	1520-1581	1287-1663	0.518	1.603	25.424	1.057	2.191
Q09472	7vhz	1520-1581	1287-1663	0.606	2.21	26.146	1.238	2.164
Q09472	7vi0	1520-1581	1287-1663	0.695	1.657	25.596	1.246	2.164
Q96P20	7vtp	740-991	220-536	0.987	3.678	8.206	2.809	9.184
Q8R4B8	7vtq	741-990	216-532	1.096	3.088	5.687	2.745	4.298
Q06124	7vxg	3-104	247-517	1.049	1.053	1.11	0.939	1.107
P54578	7w3a	329-351,429-433	105-483	1.275	9.703	6.532	3.357	2.535
P54578	7w3b	329-351,429-433	105-483	1.331	3.652	10.005	3.301	2.767
P54578	7w3c	329-351,429-433	105-483	1.64	13.001	9.178	3.407	2.755
P54578	7w3f	329-351,429-433	105-483	1.781	15.052	10.226	3.272	3.046
P54578	7w3g	329-351,429-433	105-483	1.435	14.05	7.633	3.778	2.926
P54578	7w3h	329-351,429-433	105-483	1.557	13.139	7.027	3.603	2.77
P54578	7w3i	329-351,429-433	105-483	1.651	14.559	12.171	3.394	3.185
P54578	7w3j	329-351,429-433	105-483	1.276	12.616	10.769	2.742	2.585
P54578	7w3k	329-351,429-433	105-483	1.449	10.239	8.132	3.805	2.889
P54578	7w3m	329-351,429-433	105-483	1.36	5.193	10.267	4.875	3.721
P28482	7w5o	173-196	25-172,197-313	3.419	1.913	6.027	1.446	4.351
P00579	7w5x	2-80	379-449,458-534	0.437	3.85	54.388	1.653	19.392
P00579	7w5y	2-80	379-449,458-534	0.504	3.858	52.168	1.836	19.278
Q09472	7w9v	1520-1581	1287-1663	0.113	1.993	15.957	1.122	1.811
Q9C000	7wge	809-973	328-637	1.436	9.512	27.692	2.251	21.801
P32527	7x34	348-364	365-433	2.007	3.513	2.702	1.505	2.461
P28482	7x4u	173-196	25-172,197-313	0.929	1.079	1.074	0.989	0.997
P28482	7xc1	173-196	25-172,197-313	3.559	1.898	6.127	1.414	4.477
Q06124	7xhq	3-104	247-517	0.855	1.018	0.89	0.789	0.886
P26358	7xi9	647-714	1140-1602	1.808	8.489	69.82	3.329	35.939
Q02750	7xlp	75-102	68-74,103-361	1.399	1.818	2.891	1.16	1.599
Q02750	7xnc	75-102	68-74,103-361	1.017	1.966	2.17	1.082	1.315
O00571	7ymf	132-181	211-575	3.433	2.015	1.561	1.468	3.654
P62826	7ypz	179-216	10-169	12.62	18.587	51.443	4.732	44.063
P12931	7yqe	249-269,151-248	84-145,524-536	1.105	2.166	3.73	1.581	6.111
P57764	7z1x	280-484	1-275	3.636	23.068	53.195	3.347	41.452
Q96P20	7zgu	740-991	220-536	1.316	4.151	10.245	2.715	7.588
P53041	7zr5	28-129,487-499	184-486	2.031	8.127	23.717	1.04	11.466
P53041	7zr6	28-129,487-499	184-486	2.095	24.807	47.008	2.935	82.893
P52564	8a8m	251-277	53-314	2.155	3.751	3.726	3.192	2.291
P28482	8ao2	173-196	25-172,197-313	2.443	1.187	1.145	0.919	2.55
P28482	8ao3	173-196	25-172,197-313	0.991	1.003	1.191	0.931	1.145
P28482	8ao4	173-196	25-172,197-313	0.902	0.997	1.202	0.945	1.089
P28482	8ao5	173-196	25-172,197-313	1.132	1.16	1.068	0.931	1.222
P28482	8ao6	173-196	25-172,197-313	1.12	1.014	1.189	0.899	1.248
P28482	8ao7	173-196	25-172,197-313	1.15	1.085	1.405	0.97	1.305
P28482	8ao8	173-196	25-172,197-313	0.903	1.034	1.158	0.928	1.039
P28482	8ao9	173-196	25-172,197-313	1.122	1.118	1.27	1.001	1.208
P28482	8aoa	173-196	25-172,197-313	1.117	1.088	1.306	0.958	1.285
P28482	8aob	173-196	25-172,197-313	1.135	0.976	1.164	0.891	1.26
P28482	8aoc	173-196	25-172,197-313	1.125	1.07	1.286	0.948	1.273
P28482	8aod	173-196	25-172,197-313	1.105	1.279	1.483	1.197	1.193
P28482	8aoe	173-196	25-172,197-313	1.078	1.273	1.482	1.202	1.183
P28482	8aof	173-196	25-172,197-313	1.129	1.326	1.513	1.221	1.229
P28482	8aog	173-196	25-172,197-313	1.114	1.253	1.48	1.127	1.249
P28482	8aoh	173-196	25-172,197-313	1.099	1.425	1.715	1.248	1.373
P28482	8aoi	173-196	25-172,197-313	1.121	1.755	1.973	1.595	1.221
P28482	8aoj	173-196	25-172,197-313	1.109	1.24	1.287	1.09	1.334
Q9UM73	8arj	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.11	1.706	12.005	1.438	3.156
Q06124	8b5y	3-104	247-517	1.357	1.585	1.539	0.948	1.765
Q8IU85	8bfm	279-319	23-278	1.187	1.946	2.177	1.955	1.254
Q8IU85	8bfs	279-319	23-278	1.197	2.197	2.53	2.217	1.282
P43405	8bi2	93-167,245-370	371-631	0.881	1.52	2.222	1.521	1.979
P54646	8bik	291-376	16-268	5.398	2.488	2.855	1.353	5.301
Q06124	8cbh	3-104	247-517	0.948	1.197	0.931	0.851	1.018
Q02750	8chf	75-102	68-74,103-361	1.844	2.243	3.14	1.816	2.205
Q02750	8dgs	75-102	68-74,103-361	1.213	1.559	1.946	1.465	1.45
Q02750	8dgt	75-102	68-74,103-361	0.841	1.408	1.453	1.115	0.851
Q8TDX7	8ej4	182-199	34-181,200-299	0.132	2.158	13.325	1.685	6.312
P41212	8frj	410-452	339-409	3.775	18.689	26.101	9.654	33.363
P41212	8frk	410-452	339-409	3.736	19.255	26.005	9.658	33.293
Q96FI4	8ftj	244-245	220-280	1.635	1.512	14.335	2.492	10.604
Q9NPP4	8fvu	464-579	95-298	4.059	22.603	40.338	2.759	41.973
Q9NPP4	8fw2	464-579	95-298	4.595	21.957	39.435	2.397	40.928
Q9NPP4	8fw9	464-579	95-298	4.625	22.076	39.803	2.435	41.255
P53041	8gae	28-129,487-499	184-486	2.759	25.241	46.819	2.343	87.802
P53041	8gft	28-129,487-499	184-486	1.996	24.171	46.182	2.357	84.512
Q6SZW1	8gni	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.014	14.586	17.495	1.569	3.885
Q6SZW1	8gnj	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.084	17.087	17.586	1.588	3.542
Q6SZW1	8gq5	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	0.973	12.811	24.896	-1.0	-1.0
Q06124	8gww	3-104	247-517	0.747	1.019	1.022	0.912	0.786
Q09472	8gzc	1520-1581	1287-1663	0.64	2.169	24.642	1.101	2.24
Q09472	8hag	1520-1581	1287-1663	1.719	2.567	1.883	1.183	1.771
Q09472	8hah	1520-1581	1287-1663	1.787	2.481	1.887	1.316	2.022
Q09472	8hai	1520-1581	1287-1663	1.649	2.55	1.922	1.213	1.661
Q09472	8haj	1520-1581	1287-1663	2.025	3.822	7.432	1.186	2.316
Q09472	8hak	1520-1581	1287-1663	2.709	3.165	7.304	1.227	3.0
Q9UGN5	8he8	231-348	356-538	1.707	1.633	1.212	1.043	1.764
Q9UGN5	8hkn	231-348	356-538	1.422	1.311	1.064	0.955	1.508
Q9UGN5	8hko	231-348	356-538	1.56	1.385	1.341	0.966	1.624
Q9UGN5	8hks	231-348	356-538	1.551	1.375	1.365	1.001	1.718
Q9UGN5	8hlj	231-348	356-538	1.397	1.183	0.992	0.93	1.467
Q9UGN5	8hlq	231-348	356-538	1.245	1.277	1.34	0.963	1.706
P62826	8hq3	179-216	10-169	12.699	18.553	51.547	4.735	43.986
P62826	8hq4	179-216	10-169	12.713	18.475	51.545	4.737	43.918
P62826	8hq5	179-216	10-169	12.609	18.554	51.358	4.744	44.105
P62826	8hq6	179-216	10-169	12.786	18.473	51.665	4.74	43.771
P62826	8huf	179-216	10-169	12.705	18.405	51.964	4.768	43.736
P62826	8hug	179-216	10-169	12.747	18.477	51.647	4.735	43.934
P62826	8itv	179-216	10-169	12.531	18.474	51.274	4.764	43.78
P12931	8jf3	249-269,151-248	84-145,524-536	5.113	6.262	43.2	5.497	88.829
P12931	8jn8	249-269,151-248	84-145,524-536	0.878	1.647	2.907	2.725	5.578
P12931	8jn9	249-269,151-248	84-145,524-536	0.849	1.627	2.937	2.894	2.463
Q9UGN5	8jny	231-348	356-538	1.525	1.378	1.421	1.026	1.658
P00579	8jo2	2-80	379-449,458-534	0.737	3.651	46.303	1.636	18.742
Q9H7B4	8owo	280-428	4-240	0.936	0.961	1.152	0.935	1.066
Q8IXJ6	8owz	320-352	65-319	0.999	2.371	3.143	2.392	1.186
Q6SZW1	8p2l	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	0.736	1.763	1.658	1.059	3.386
Q8NQJ3	8p5x	1-40	68-117	1.116	1.199	46.013	1.113	3.647
P52564	8p7j	251-277	53-314	1.153	2.2	2.676	2.233	1.446
P52564	8pm3	251-277	53-314	1.176	2.16	2.983	2.199	1.667
P28482	8psr	173-196	25-172,197-313	4.945	2.314	6.879	1.321	6.28
P28482	8pst	173-196	25-172,197-313	1.935	1.287	1.721	1.127	2.0
P28482	8psw	173-196	25-172,197-313	2.629	1.571	1.865	1.365	2.719
P28482	8psy	173-196	25-172,197-313	4.115	1.511	1.345	1.228	4.044
P28482	8pt0	173-196	25-172,197-313	4.703	2.169	9.846	1.188	6.335
P28482	8pt1	173-196	25-172,197-313	4.685	2.168	10.366	1.17	6.618
P28482	8pt3	173-196	25-172,197-313	4.663	2.051	8.596	1.204	6.085
P28482	8pt5	173-196	25-172,197-313	4.184	1.707	4.661	1.202	4.986
P28482	8pvu	173-196	25-172,197-313	3.912	2.291	4.042	1.852	4.276
Q8IXJ6	8py3	320-352	65-319	1.032	2.39	2.921	2.39	1.229
P31751	8q61	5-108,410-481	152-409	2.032	7.713	13.209	6.437	15.008
Q99683	8qgy	1-648	680-938	24.481	23.749	58.838	2.344	118.642
Q8IXJ6	8qoo	320-352	65-319	0.984	2.503	3.068	2.541	1.122
Q8IXJ6	8qt0	320-352	65-319	0.974	2.191	2.586	2.219	1.068
Q8IXJ6	8qt1	320-352	65-319	0.978	2.529	3.149	2.596	1.1
Q8IXJ6	8qt2	320-352	65-319	1.007	2.486	3.183	2.544	1.189
Q8IXJ6	8qt3	320-352	65-319	0.858	1.674	1.797	1.76	0.935
Q8IXJ6	8qt4	320-352	65-319	0.884	1.686	1.86	1.792	0.925
Q8IXJ6	8qt8	320-352	65-319	0.953	2.41	2.877	2.451	1.079
Q8IXJ6	8qtu	320-352	65-319	0.832	1.588	1.695	1.685	0.876
P28482	8r5f	173-196	25-172,197-313	1.924	1.431	1.622	1.125	2.042
P39687	8rmr	121-163	1-120	1.581	1.52	1.527	1.497	1.621
P39687	8rn0	121-163	1-120	1.581	1.525	1.533	1.504	1.621
P39687	8rna	121-163	1-120	3.472	2.421	2.037	1.971	3.493
P39687	8rnb	121-163	1-120	3.408	2.383	2.06	1.971	3.374
P39687	8rnc	121-163	1-120	3.472	2.421	2.037	1.971	3.493
P43405	8rrq	93-167,245-370	371-631	1.223	2.496	2.96	2.404	2.392
P43405	8rrz	93-167,245-370	371-631	1.079	1.729	2.665	1.738	2.423
Q06124	8rzw	3-104	247-517	1.133	1.194	0.952	0.798	1.191
Q06124	8rzy	3-104	247-517	1.368	1.183	0.801	0.782	1.409
Q06124	8s01	3-104	247-517	0.977	1.292	1.059	0.871	1.036
Q06124	8s04	3-104	247-517	1.179	1.213	0.882	0.828	1.221
Q06124	8s06	3-104	247-517	1.483	1.278	0.901	0.822	1.517
Q06124	8s07	3-104	247-517	1.464	1.274	0.858	0.84	1.533
Q06124	8s0h	3-104	247-517	1.077	1.275	0.997	0.908	1.074
Q06124	8s0i	3-104	247-517	1.11	1.131	0.931	0.82	1.132
Q06124	8s0j	3-104	247-517	1.133	1.238	1.085	0.998	1.204
Q06124	8s0k	3-104	247-517	1.101	1.242	0.95	0.813	1.165
Q06124	8s0o	3-104	247-517	1.061	1.279	0.916	0.878	1.079
Q06124	8s0p	3-104	247-517	1.229	1.287	0.956	0.798	1.269
Q06124	8s0q	3-104	247-517	1.171	1.278	1.283	1.232	1.236
Q06124	8s0s	3-104	247-517	1.056	1.176	0.874	0.839	1.099
P35520	8s5h	414-551	40-413	2.233	1.515	2.0	1.101	2.378
P35520	8s5i	414-551	40-413	2.159	1.412	1.694	0.951	2.304
P35520	8s5j	414-551	40-413	2.169	1.569	1.864	1.24	2.362
P35520	8s5k	414-551	40-413	2.534	1.813	2.46	1.459	3.07
P35520	8s5m	414-551	40-413	4.226	4.171	3.077	2.844	6.803
P60240	8so8	1-110	147-416,441-659	0.951	2.69	12.776	1.922	4.402
P60240	8sp4	1-110	147-416,441-659	1.374	2.296	117.072	2.134	5.748
P60240	8spg	1-110	147-416,441-659	1.353	2.2	110.297	1.97	7.409
P00519	8ssn	67-113,127-217	242-493	1.228	3.542	4.941	4.312	2.494
O00571	8ssw	132-181	211-575	2.304	25.376	31.77	22.448	14.002
Q96P20	8swf	740-991	220-536	1.148	24.594	44.819	14.628	74.329
Q96P20	8swk	740-991	220-536	1.239	3.863	8.288	2.309	5.873
Q8TDX7	8sxn	182-199	34-181,200-299	4.224	2.076	3.194	1.569	4.717
O60741	8t4m	401-479	480-604	1.161	1.513	1.325	1.27	1.298
O60741	8t4y	401-479	480-604	1.51	2.122	1.273	1.17	1.652
O60741	8t50	401-479	480-604	1.531	3.182	1.25	1.171	1.639
Q06124	8t6d	3-104	247-517	0.992	1.153	1.066	1.007	1.081
Q06124	8t6g	3-104	247-517	1.103	1.886	1.532	1.448	1.126
Q06124	8t7q	3-104	247-517	1.207	1.231	0.867	0.816	1.219
Q06124	8t8q	3-104	247-517	1.001	1.254	0.878	0.823	1.011
Q8IXJ6	8tgp	320-352	65-319	0.876	1.594	1.731	1.685	0.891
P00579	8to1	2-80	379-449,458-534	10.68	18.163	65.657	1.668	56.95
P00579	8to8	2-80	379-449,458-534	9.316	10.73	67.618	1.637	56.359
P00579	8tom	2-80	379-449,458-534	9.456	19.746	63.074	1.784	57.189
Q8TCU6	8tua	409-499	49-240,271-392	1.493	4.857	4.701	1.607	2.918
Q06124	8u7w	3-104	247-517	1.032	1.162	0.996	0.923	1.217
Q06124	8u7x	3-104	247-517	0.957	1.22	0.934	0.901	1.073
P28482	8u8j	173-196	25-172,197-313	5.449	2.588	3.798	1.291	7.368
P28482	8u8k	173-196	25-172,197-313	5.471	2.566	3.785	1.302	7.31
O60741	8uc7	401-479	480-604	1.559	1.706	2.667	2.683	2.304
O60741	8uc8	401-479	480-604	1.494	1.909	2.76	2.646	2.496
P31749	8uvy	5-108	150-408	3.624	5.252	10.734	3.513	10.319
P31749	8uw2	5-108	150-408	3.578	5.152	10.545	3.278	10.436
P31749	8uw7	5-108	150-408	3.302	5.243	10.426	3.889	10.602
P31749	8uw9	5-108	150-408	3.612	5.241	10.697	3.548	10.476
Q9JK66	8w31	141-225,378-410	226-377,410-465	1.248	9.466	15.305	5.241	10.518
Q06124	8wfy	3-104	247-517	1.188	1.282	0.993	0.92	1.257
Q06124	8wx7	3-104	247-517	1.348	1.3	0.823	0.794	1.463
P43405	8wyw	93-167,245-370	371-631	1.408	2.188	2.787	2.223	2.914
P43405	8x5k	93-167,245-370	371-631	0.924	2.098	4.015	2.09	3.599
Q8IXJ6	8xe7	320-352	65-319	0.548	1.979	2.452	2.083	0.873
P43405	8xq0	93-167,245-370	371-631	0.841	2.468	3.445	2.611	3.224
P43405	8xq1	93-167,245-370	371-631	1.186	1.768	2.947	1.792	1.986
P43405	8xq2	93-167,245-370	371-631	1.315	1.728	2.083	1.754	2.092
P49137	8xu4	328-364	64-325	4.765	4.603	4.81	4.728	4.786
P49137	8xx1	328-364	64-325	1.33	3.898	4.324	4.24	1.415
P00579	8y6u	2-80	379-449,458-534	0.647	3.719	54.726	1.869	19.676
Q02750	8yp4	75-102	68-74,103-361	1.639	4.459	3.186	2.052	2.344
P45985	8yp5	109-136	102-108,137-367	1.693	6.014	6.452	3.668	1.886
P28482	8zjv	173-196	25-172,197-313	0.983	1.134	1.21	0.947	1.324
Q02750	9axa	75-102	68-74,103-361	1.836	1.817	2.287	1.302	2.986
Q02750	9axc	75-102	68-74,103-361	1.984	1.872	2.092	1.313	2.883
Q02750	9axh	75-102	68-74,103-361	0.759	1.137	1.002	0.81	0.82
Q02750	9axm	75-102	68-74,103-361	0.85	1.677	1.157	0.977	0.959
Q02750	9axx	75-102	68-74,103-361	1.392	1.118	1.525	0.926	1.504
Q02750	9axy	75-102	68-74,103-361	0.812	1.255	1.325	1.002	0.833
Q02750	9ay7	75-102	68-74,103-361	1.01	1.08	1.076	1.025	1.045
Q02750	9aya	75-102	68-74,103-361	0.83	0.967	1.096	0.83	0.899
P62826	9b62	179-216	10-169	1.067	4.719	45.917	4.771	9.141
O60741	9bc6	401-479	480-604	1.643	1.726	2.697	2.672	2.447
O60741	9bc7	401-479	480-604	1.271	1.415	1.067	1.025	1.342
Q06124	9blg	3-104	247-517	1.007	1.429	1.007	0.949	1.078
P08631	9byj	142-239,240-259	76-136,425-514	2.651	4.249	19.284	2.387	42.357
P31751	9c1w	5-108,410-481	152-409	2.857	7.035	10.387	3.708	13.565
Q96P20	9dh3	740-991	220-536	1.056	5.114	6.751	2.263	8.64
P41212	9e4q	410-452	339-409	14.441	27.214	11.273	5.88	20.015
Q9H0M0	9eqk	349-527	588-922	10.84	6.37	2.961	1.835	11.621
